feature,mean_,scale_
fare_amount,12.56026621000002,9.356339684162405
tolls_amount,0.2788336720000003,1.2043276699632024
passenger_count,1.6618726,1.3294051532054623
trip_distance,2.945930787307906,3.4413536196962484
duration_min,13.699623010142995,9.727379146525045
speed_mph,12.076142299287843,6.2921075858821895
tip_rate_pct,20.99195335649706,7.886476827064817
is_airport_trip_num,0.06301,0.2429809455492343
