feature,coef,abs_coef
is_airport_trip,0.672161906838815,0.672161906838815
borough_Queens,-0.46123122292994295,0.46123122292994295
borough_Manhattan,-0.3330605070379374,0.3330605070379374
borough_Unknown,-0.2888435643550669,0.2888435643550669
tolls_amount,0.20499131569763165,0.20499131569763165
borough_Brooklyn,-0.1828802351248083,0.1828802351248083
fare_amount,0.16787855492511944,0.16787855492511944
extra,0.14686659410826033,0.14686659410826033
improvement_surcharge,-0.1321400685925581,0.1321400685925581
month_December,0.05952407494391766,0.05952407494391766
hour_Daytime,-0.048981111172971936,0.048981111172971936
weekend,-0.044476486859022786,0.044476486859022786
month_March,0.036986356522481605,0.036986356522481605
month_November,0.0343551315467552,0.0343551315467552
month_July,0.03317641722124266,0.03317641722124266
month_June,0.02785590510604685,0.02785590510604685
month_February,0.02473686997207162,0.02473686997207162
hour_Nightlife,-0.023583555093509536,0.023583555093509536
month_October,0.022909246754116538,0.022909246754116538
month_May,0.020090276906926254,0.020090276906926254
month_April,0.017513401085594446,0.017513401085594446
month_September,0.01084432475407482,0.01084432475407482
month_August,0.007969442492385043,0.007969442492385043
rate_code,0.007303269374357102,0.007303269374357102
duration_min,0.007083581687647954,0.007083581687647954
mta_tax,-0.00529741846946046,0.00529741846946046
hour_Airport Rush,0.00526774141191107,0.00526774141191107
passenger_count,0.003978701096831376,0.003978701096831376
hour_Evening Commute,-0.0009001663882821342,0.0009001663882821342
speed_mph,0.00048359835882358636,0.00048359835882358636
